"record_id"	"park_name"	"category"	"order"	"family"	"scientific_name"	"common_name"	"record_status"	"occurrence"	"nativeness"	"abundance"	"conservation_status"	"seasonality"	"park_code"	"state"	"acres"	"latitude"	"longitude"	"day"	"month"	"year"	"annual_pass"	"per_person"
"PINN-1260"	"Pinnacles National Park"	"Amphibian"	"Anura"	"Hylidae"	"Hyla regilla"	"Pacific Treefrog"	"Approved"	"Present"	"Native"	"Abundant"	NA	NA	"PINN"	"CA"	26606	36.48	-121.16	10	1	2013	55	15
"PINN-1261"	"Pinnacles National Park"	"Amphibian"	"Anura"	"Ranidae"	"Rana aurora draytonii"	"California Red-Legged Frog"	"Approved"	"Present"	"Native"	"Abundant"	NA	NA	"PINN"	"CA"	26606	36.48	-121.16	10	1	2013	55	15
"PINN-1262"	"Pinnacles National Park"	"Amphibian"	"Anura"	"Ranidae"	"Rana boylii"	"Foothill Yellow-Legged Frog"	"Approved"	"Not Present (Historical Report)"	"Native"	NA	"Under Review"	NA	"PINN"	"CA"	26606	36.48	-121.16	10	1	2013	55	15
"PINN-1263"	"Pinnacles National Park"	"Amphibian"	"Anura"	"Ranidae"	"Rana catesbeiana"	"Bullfrog"	"Approved"	"Not Present (Historical Report)"	"Not Native"	NA	NA	NA	"PINN"	"CA"	26606	36.48	-121.16	10	1	2013	55	15
"PINN-1264"	"Pinnacles National Park"	"Amphibian"	"Anura"	"Scaphiopodidae"	"Spea hammondii"	"Western Spadefoot"	"Approved"	"Present"	"Native"	"Occasional"	"Under Review"	NA	"PINN"	"CA"	26606	36.48	-121.16	10	1	2013	55	15
"PINN-1265"	"Pinnacles National Park"	"Amphibian"	"Caudata"	"Plethodontidae"	"Aneides lugubris"	"Arboreal Salamander"	"Approved"	"Present"	"Native"	"Abundant"	NA	NA	"PINN"	"CA"	26606	36.48	-121.16	10	1	2013	55	15
"PINN-1266"	"Pinnacles National Park"	"Amphibian"	"Caudata"	"Plethodontidae"	"Batrachoseps gavilanensis"	"Gabilan Mountains Slender Salamander"	"Approved"	"Present"	"Native"	"Common"	NA	NA	"PINN"	"CA"	26606	36.48	-121.16	10	1	2013	55	15
"PINN-1267"	"Pinnacles National Park"	"Amphibian"	"Caudata"	"Plethodontidae"	"Ensatina eschscholtzii"	"Ensatina"	"Approved"	"Present"	"Native"	"Uncommon"	NA	NA	"PINN"	"CA"	26606	36.48	-121.16	10	1	2013	55	15
"PINN-1268"	"Pinnacles National Park"	"Amphibian"	"Caudata"	"Salamandridae"	"Taricha torosa"	"California Newt"	"Approved"	"Not Confirmed"	"Native"	NA	NA	NA	"PINN"	"CA"	26606	36.48	-121.16	10	1	2013	55	15
"ROMO-1354"	"Rocky Mountain National Park"	"Amphibian"	"Anura"	"Bufonidae"	"Bufo boreas boreas"	"Boreal Toad"	"Approved"	"Present"	"Native"	"Rare"	NA	NA	"ROMO"	"CO"	265828	40.4	-105.58	26	1	1915	70	20
"ROMO-1355"	"Rocky Mountain National Park"	"Amphibian"	"Anura"	"Hylidae"	"Pseudacris maculata"	"Boreal Chorus Frog"	"Approved"	"Present"	"Native"	"Common"	NA	NA	"ROMO"	"CO"	265828	40.4	-105.58	26	1	1915	70	20
"ROMO-1356"	"Rocky Mountain National Park"	"Amphibian"	"Anura"	"Ranidae"	"Rana pipiens"	"Northern Leopard Frog"	"Approved"	"Not Present (Historical Report)"	"Native"	NA	NA	NA	"ROMO"	"CO"	265828	40.4	-105.58	26	1	1915	70	20
"ROMO-1357"	"Rocky Mountain National Park"	"Amphibian"	"Anura"	"Ranidae"	"Rana sylvatica"	"Wood Frog"	"Approved"	"Present"	"Native"	"Uncommon"	NA	NA	"ROMO"	"CO"	265828	40.4	-105.58	26	1	1915	70	20
"ROMO-1358"	"Rocky Mountain National Park"	"Amphibian"	"Caudata"	"Ambystomatidae"	"Ambystoma tigrinum"	"Tiger Salamander"	"Approved"	"Present"	"Native"	"Common"	NA	NA	"ROMO"	"CO"	265828	40.4	-105.58	26	1	1915	70	20
"SAGU-1411"	"Saguaro National Park"	"Amphibian"	"Anura"	"Bufonidae"	"Bufo alvarius"	"Sonoran Desert Toad"	"Approved"	"Present"	"Native"	"Uncommon"	"Species of Concern"	NA	"SAGU"	"AZ"	91440	32.25	-110.5	14	10	1994	45	15
"SAGU-1412"	"Saguaro National Park"	"Amphibian"	"Anura"	"Bufonidae"	"Bufo cognatus"	"Great Plains Toad"	"Approved"	"Present"	"Native"	"Uncommon"	NA	NA	"SAGU"	"AZ"	91440	32.25	-110.5	14	10	1994	45	15
"SAGU-1413"	"Saguaro National Park"	"Amphibian"	"Anura"	"Bufonidae"	"Bufo punctatus"	"Red-Spotted Toad"	"Approved"	"Present"	"Native"	"Common"	NA	NA	"SAGU"	"AZ"	91440	32.25	-110.5	14	10	1994	45	15
"SAGU-1414"	"Saguaro National Park"	"Amphibian"	"Anura"	"Hylidae"	"Hyla arenicolor"	"Canyon Treefrog"	"Approved"	"Present"	"Native"	"Uncommon"	NA	NA	"SAGU"	"AZ"	91440	32.25	-110.5	14	10	1994	45	15
"SAGU-1416"	"Saguaro National Park"	"Amphibian"	"Anura"	"Ranidae"	"Rana catesbeiana"	"Bullfrog"	"Approved"	"Present"	"Not Native"	"Unknown"	NA	NA	"SAGU"	"AZ"	91440	32.25	-110.5	14	10	1994	45	15
"SAGU-1417"	"Saguaro National Park"	"Amphibian"	"Anura"	"Ranidae"	"Rana pipiens"	"Northern Leopard Frog"	"Approved"	"Not Confirmed"	"Native"	NA	NA	NA	"SAGU"	"AZ"	91440	32.25	-110.5	14	10	1994	45	15
"SAGU-1418"	"Saguaro National Park"	"Amphibian"	"Anura"	"Ranidae"	"Rana yavapaiensis"	"Lowland Leopard Frog"	"Approved"	"Present"	"Native"	"Uncommon"	"Species of Concern"	NA	"SAGU"	"AZ"	91440	32.25	-110.5	14	10	1994	45	15
"SAGU-1419"	"Saguaro National Park"	"Amphibian"	"Anura"	"Scaphiopodidae"	"Scaphiopus couchii"	"Couch's Spadefoot"	"Approved"	"Present"	"Native"	"Common"	"Species of Concern"	NA	"SAGU"	"AZ"	91440	32.25	-110.5	14	10	1994	45	15
"SAGU-1420"	"Saguaro National Park"	"Amphibian"	"Anura"	"Scaphiopodidae"	"Spea multiplicata"	"Mexican Spadefoot"	"Approved"	"Present"	"Native"	"Unknown"	NA	NA	"SAGU"	"AZ"	91440	32.25	-110.5	14	10	1994	45	15
"SEKI-1333"	"Sequoia and Kings Canyon National Parks"	"Amphibian"	"Anura"	"Bufonidae"	"Bufo boreas"	"Western Toad"	"Approved"	"Present"	"Native"	"Rare"	"Species of Concern"	NA	"SEKI"	"CA"	865952	36.43	-118.68	25	9	1890	60	20
"SEKI-1334"	"Sequoia and Kings Canyon National Parks"	"Amphibian"	"Anura"	"Bufonidae"	"Bufo canorus"	"Yosemite Toad"	"Approved"	"Present"	"Native"	"Rare"	NA	NA	"SEKI"	"CA"	865952	36.43	-118.68	25	9	1890	60	20
"SEKI-1335"	"Sequoia and Kings Canyon National Parks"	"Amphibian"	"Anura"	"Hylidae"	"Pseudacris regilla"	"Pacific Treefrog"	"Approved"	"Present"	"Native"	"Abundant"	NA	NA	"SEKI"	"CA"	865952	36.43	-118.68	25	9	1890	60	20
"SEKI-1336"	"Sequoia and Kings Canyon National Parks"	"Amphibian"	"Anura"	"Ranidae"	"Rana boylii"	"Foothill Yellow-Legged Frog"	"Approved"	"Not Present (Historical Report)"	"Native"	NA	"Under Review"	NA	"SEKI"	"CA"	865952	36.43	-118.68	25	9	1890	60	20
"SEKI-1337"	"Sequoia and Kings Canyon National Parks"	"Amphibian"	"Anura"	"Ranidae"	"Rana catesbeiana"	"Bullfrog"	"Approved"	"Present"	"Not Native"	"Uncommon"	NA	NA	"SEKI"	"CA"	865952	36.43	-118.68	25	9	1890	60	20
"SEKI-1338"	"Sequoia and Kings Canyon National Parks"	"Amphibian"	"Anura"	"Ranidae"	"Rana muscosa"	"Mountain Yellow-Legged Frog"	"Approved"	"Present"	"Native"	"Uncommon"	"Endangered"	NA	"SEKI"	"CA"	865952	36.43	-118.68	25	9	1890	60	20
"SEKI-1339"	"Sequoia and Kings Canyon National Parks"	"Amphibian"	"Anura"	"Ranidae"	"Rana sierrae"	"Sierra Nevada Mountain Yellow-Legged Frog"	"Approved"	"Present"	"Native"	"Uncommon"	"Endangered"	NA	"SEKI"	"CA"	865952	36.43	-118.68	25	9	1890	60	20
"SEKI-1340"	"Sequoia and Kings Canyon National Parks"	"Amphibian"	"Caudata"	"Plethodontidae"	"Batrachoseps gregarius"	"Gregarious Slender Salamander"	"Approved"	"Present"	"Native"	"Uncommon"	NA	NA	"SEKI"	"CA"	865952	36.43	-118.68	25	9	1890	60	20
"SEKI-1341"	"Sequoia and Kings Canyon National Parks"	"Amphibian"	"Caudata"	"Plethodontidae"	"Batrachoseps kawia"	"Sequoia Slender Salamander"	"Approved"	"Present"	"Native"	"Uncommon"	NA	NA	"SEKI"	"CA"	865952	36.43	-118.68	25	9	1890	60	20
"SEKI-1342"	"Sequoia and Kings Canyon National Parks"	"Amphibian"	"Caudata"	"Plethodontidae"	"Batrachoseps regius"	"Kings River Slender Salamander"	"Approved"	"Present"	"Native"	"Uncommon"	"Under Review"	NA	"SEKI"	"CA"	865952	36.43	-118.68	25	9	1890	60	20
"SEKI-1343"	"Sequoia and Kings Canyon National Parks"	"Amphibian"	"Caudata"	"Plethodontidae"	"Ensatina eschscholtzii"	"Ensatina"	"Approved"	"Present"	"Native"	"Common"	NA	NA	"SEKI"	"CA"	865952	36.43	-118.68	25	9	1890	60	20
"SEKI-1344"	"Sequoia and Kings Canyon National Parks"	"Amphibian"	"Caudata"	"Plethodontidae"	"Hydromantes platycephalus"	"Mount Lyell Salamander"	"Approved"	"Present"	"Native"	"Uncommon"	"Species of Concern"	NA	"SEKI"	"CA"	865952	36.43	-118.68	25	9	1890	60	20
"SEKI-1345"	"Sequoia and Kings Canyon National Parks"	"Amphibian"	"Caudata"	"Salamandridae"	"Taricha torosa"	"California Newt"	"Approved"	"Present"	"Native"	"Common"	NA	NA	"SEKI"	"CA"	865952	36.43	-118.68	25	9	1890	60	20
"SHEN-1369"	"Shenandoah National Park"	"Amphibian"	"Anura"	"Bufonidae"	"Anaxyrus americanus americanus"	"Eastern American Toad"	"Approved"	"Present"	"Native"	"Common"	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1370"	"Shenandoah National Park"	"Amphibian"	"Anura"	"Bufonidae"	"Anaxyrus fowleri"	"Fowler's Toad"	"Approved"	"Present"	"Native"	"Rare"	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1371"	"Shenandoah National Park"	"Amphibian"	"Anura"	"Hylidae"	"Acris crepitans"	"Northern Cricket Frog"	"Approved"	"Present"	"Native"	"Uncommon"	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1372"	"Shenandoah National Park"	"Amphibian"	"Anura"	"Hylidae"	"Hyla chrysoscelis"	"Cope's Gray Treefrog"	"Approved"	"Not Present (False Report)"	"Unknown"	NA	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1373"	"Shenandoah National Park"	"Amphibian"	"Anura"	"Hylidae"	"Hyla versicolor"	"Gray Treefrog"	"Approved"	"Present"	"Native"	"Uncommon"	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1374"	"Shenandoah National Park"	"Amphibian"	"Anura"	"Hylidae"	"Pseudacris brachyphona"	"Mountain Chorus Frog"	"Approved"	"Not Present (False Report)"	"Unknown"	NA	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1375"	"Shenandoah National Park"	"Amphibian"	"Anura"	"Hylidae"	"Pseudacris brimleyi"	"Brimley's Chorus Frog"	"Approved"	"Not Present (False Report)"	"Unknown"	NA	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1376"	"Shenandoah National Park"	"Amphibian"	"Anura"	"Hylidae"	"Pseudacris crucifer"	"Spring Peeper"	"Approved"	"Present"	"Native"	"Uncommon"	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1377"	"Shenandoah National Park"	"Amphibian"	"Anura"	"Hylidae"	"Pseudacris triseriata feriarum"	"None"	"Approved"	"Present"	"Native"	"Uncommon"	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1378"	"Shenandoah National Park"	"Amphibian"	"Anura"	"Microhylidae"	"Gastrophryne carolinensis"	"Eastern Narrow-Mouthed Toad"	"Approved"	"Not Present (False Report)"	"Unknown"	NA	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1379"	"Shenandoah National Park"	"Amphibian"	"Anura"	"Ranidae"	"Lithobates catesbeianus"	"American Bullfrog"	"Approved"	"Present"	"Native"	"Uncommon"	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1380"	"Shenandoah National Park"	"Amphibian"	"Anura"	"Ranidae"	"Lithobates clamitans"	"Green Frog"	"Approved"	"Present"	"Native"	"Common"	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1381"	"Shenandoah National Park"	"Amphibian"	"Anura"	"Ranidae"	"Lithobates palustris"	"Pickerel Frog"	"Approved"	"Present"	"Native"	"Common"	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1382"	"Shenandoah National Park"	"Amphibian"	"Anura"	"Ranidae"	"Lithobates sylvaticus"	"Wood Frog"	"Approved"	"Present"	"Native"	"Uncommon"	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1383"	"Shenandoah National Park"	"Amphibian"	"Anura"	"Ranidae"	"Rana pipiens"	"Northern Leopard Frog"	"Approved"	"Not Present (False Report)"	"Unknown"	NA	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1384"	"Shenandoah National Park"	"Amphibian"	"Anura"	"Scaphiopodidae"	"Scaphiopus holbrookii"	"Eastern Spadefoot"	"Approved"	"Not Confirmed"	"Unknown"	NA	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1385"	"Shenandoah National Park"	"Amphibian"	"Caudata"	"Ambystomatidae"	"Ambystoma jeffersonianum"	"Jefferson Salamander"	"Approved"	"Present"	"Native"	"Uncommon"	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1386"	"Shenandoah National Park"	"Amphibian"	"Caudata"	"Ambystomatidae"	"Ambystoma maculatum"	"Spotted Salamander"	"Approved"	"Present"	"Native"	"Uncommon"	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1387"	"Shenandoah National Park"	"Amphibian"	"Caudata"	"Ambystomatidae"	"Ambystoma opacum"	"Marbled Salamander"	"Approved"	"Not Present (False Report)"	"Unknown"	NA	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1388"	"Shenandoah National Park"	"Amphibian"	"Caudata"	"Ambystomatidae"	"Ambystoma tigrinum tigrinum"	"Eastern Tiger Salamander"	"Approved"	"Not Present (False Report)"	"Unknown"	NA	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1389"	"Shenandoah National Park"	"Amphibian"	"Caudata"	"Plethodontidae"	"Desmognathus fuscus"	"Northern Dusky Salamander"	"Approved"	"Present"	"Native"	"Abundant"	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1390"	"Shenandoah National Park"	"Amphibian"	"Caudata"	"Plethodontidae"	"Desmognathus monticola"	"Seal Salamander"	"Approved"	"Present"	"Native"	"Common"	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1391"	"Shenandoah National Park"	"Amphibian"	"Caudata"	"Plethodontidae"	"Desmognathus ochrophaeus"	"Mountain Dusky Salamander"	"Approved"	"Not Present (False Report)"	"Unknown"	NA	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1392"	"Shenandoah National Park"	"Amphibian"	"Caudata"	"Plethodontidae"	"Eurycea bislineata"	"Northern Two-Lined Salamander"	"Approved"	"Present"	"Native"	"Abundant"	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1393"	"Shenandoah National Park"	"Amphibian"	"Caudata"	"Plethodontidae"	"Eurycea cirrigera"	"Southern Two-Lined Salamander"	"Approved"	"Not Present (False Report)"	"Unknown"	NA	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1394"	"Shenandoah National Park"	"Amphibian"	"Caudata"	"Plethodontidae"	"Eurycea guttolineata"	"Three-Lined Salamander"	"Approved"	"Present"	"Native"	"Unknown"	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1395"	"Shenandoah National Park"	"Amphibian"	"Caudata"	"Plethodontidae"	"Eurycea longicauda longicauda"	"Long-Tailed Salamander"	"Approved"	"Present"	"Native"	"Rare"	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1396"	"Shenandoah National Park"	"Amphibian"	"Caudata"	"Plethodontidae"	"Eurycea lucifuga"	"Cave Salamander"	"Approved"	"Not Present (False Report)"	"Unknown"	NA	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1397"	"Shenandoah National Park"	"Amphibian"	"Caudata"	"Plethodontidae"	"Gyrinophilus porphyriticus"	"Spring Salamander"	"Approved"	"Present"	"Native"	"Uncommon"	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1398"	"Shenandoah National Park"	"Amphibian"	"Caudata"	"Plethodontidae"	"Hemidactylium scutatum"	"Four-Toed Salamander"	"Approved"	"Present"	"Native"	"Rare"	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1399"	"Shenandoah National Park"	"Amphibian"	"Caudata"	"Plethodontidae"	"Plethodon cinereus"	"Eastern Red-Backed Salamander"	"Approved"	"Present"	"Native"	"Abundant"	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1400"	"Shenandoah National Park"	"Amphibian"	"Caudata"	"Plethodontidae"	"Plethodon cylindraceus"	"White-Spotted Slimy Salamander"	"Approved"	"Present"	"Native"	"Common"	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1401"	"Shenandoah National Park"	"Amphibian"	"Caudata"	"Plethodontidae"	"Plethodon hoffmani"	"Valley And Ridge Salamander"	"Approved"	"Not Present (False Report)"	"Unknown"	NA	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1402"	"Shenandoah National Park"	"Amphibian"	"Caudata"	"Plethodontidae"	"Plethodon punctatus"	"Cow Knob Salamander"	"Approved"	"Not Present (False Report)"	"Unknown"	NA	"Under Review"	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1403"	"Shenandoah National Park"	"Amphibian"	"Caudata"	"Plethodontidae"	"Plethodon richmondi"	"Ravine Salamander"	"Approved"	"Not Present (False Report)"	"Unknown"	NA	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1404"	"Shenandoah National Park"	"Amphibian"	"Caudata"	"Plethodontidae"	"Plethodon shenandoah"	"Shenandoah Salamander"	"Approved"	"Present"	"Native"	"Unknown"	"Endangered"	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1405"	"Shenandoah National Park"	"Amphibian"	"Caudata"	"Plethodontidae"	"Plethodon wehrlei"	"Weller's Salamander"	"Approved"	"Not Present (False Report)"	"Unknown"	NA	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1406"	"Shenandoah National Park"	"Amphibian"	"Caudata"	"Plethodontidae"	"Pseudotriton ruber"	"Red Salamander"	"Approved"	"Present"	"Native"	"Uncommon"	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1407"	"Shenandoah National Park"	"Amphibian"	"Caudata"	"Proteidae"	"Necturus punctatus"	"Dwarf Waterdog"	"Approved"	"Not Present (False Report)"	"Unknown"	NA	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"SHEN-1408"	"Shenandoah National Park"	"Amphibian"	"Caudata"	"Salamandridae"	"Notophthalmus viridescens"	"Eastern Newt"	"Approved"	"Present"	"Native"	"Uncommon"	NA	NA	"SHEN"	"VA"	199045	38.53	-78.35	26	12	1935	55	15
"THRO-1302"	"Theodore Roosevelt National Park"	"Amphibian"	"Anura"	"Bufonidae"	"Bufo cognatus"	"Great Plains Toad"	"Approved"	"Present"	"Native"	"Unknown"	NA	NA	"THRO"	"ND"	70447	46.97	-103.45	10	11	1978	55	15
"THRO-1303"	"Theodore Roosevelt National Park"	"Amphibian"	"Anura"	"Bufonidae"	"Bufo hemiophrys hemiophrys"	"Canada Toad/Dakota Toad"	"Approved"	"Not Confirmed"	"Native"	NA	NA	NA	"THRO"	"ND"	70447	46.97	-103.45	10	11	1978	55	15
"THRO-1304"	"Theodore Roosevelt National Park"	"Amphibian"	"Anura"	"Bufonidae"	"Bufo woodhousii"	"Woodhouse's Toad"	"Approved"	"Present"	"Native"	"Abundant"	NA	NA	"THRO"	"ND"	70447	46.97	-103.45	10	11	1978	55	15
"THRO-1305"	"Theodore Roosevelt National Park"	"Amphibian"	"Anura"	"Hylidae"	"Pseudacris maculata"	"Boreal Chorus Frog"	"Approved"	"Present"	"Native"	"Abundant"	NA	NA	"THRO"	"ND"	70447	46.97	-103.45	10	11	1978	55	15
"THRO-1306"	"Theodore Roosevelt National Park"	"Amphibian"	"Anura"	"Ranidae"	"Rana pipiens"	"Northern Leopard Frog"	"Approved"	"Present"	"Native"	"Uncommon"	NA	NA	"THRO"	"ND"	70447	46.97	-103.45	10	11	1978	55	15
"THRO-1307"	"Theodore Roosevelt National Park"	"Amphibian"	"Anura"	"Scaphiopodidae"	"Scaphiopus hammondii"	"None"	"Approved"	"Not Present (False Report)"	"Unknown"	NA	NA	NA	"THRO"	"ND"	70447	46.97	-103.45	10	11	1978	55	15
"THRO-1308"	"Theodore Roosevelt National Park"	"Amphibian"	"Anura"	"Scaphiopodidae"	"Spea bombifrons"	"Plains Spadefoot"	"Approved"	"Present"	"Native"	"Unknown"	NA	NA	"THRO"	"ND"	70447	46.97	-103.45	10	11	1978	55	15
"THRO-1309"	"Theodore Roosevelt National Park"	"Amphibian"	"Caudata"	"Ambystomatidae"	"Ambystoma tigrinum"	"Tiger Salamander"	"Approved"	"Present"	"Native"	"Unknown"	NA	NA	"THRO"	"ND"	70447	46.97	-103.45	10	11	1978	55	15
"VOYA-1307"	"Voyageurs National Park"	"Amphibian"	"Anura"	"Bufonidae"	"Bufo americanus americanus"	"Eastern American Toad"	"Approved"	"Present"	"Native"	"Unknown"	NA	NA	"VOYA"	"MN"	218200	48.5	-92.88	8	4	1975	0	0
"VOYA-1308"	"Voyageurs National Park"	"Amphibian"	"Anura"	"Bufonidae"	"Bufo hemiophrys"	"Canadian Toad"	"Approved"	"Not Confirmed"	"Unknown"	NA	NA	NA	"VOYA"	"MN"	218200	48.5	-92.88	8	4	1975	0	0
"VOYA-1309"	"Voyageurs National Park"	"Amphibian"	"Anura"	"Hylidae"	"Hyla chrysoscelis"	"Cope's Gray Treefrog"	"Approved"	"Not Confirmed"	"Unknown"	NA	NA	NA	"VOYA"	"MN"	218200	48.5	-92.88	8	4	1975	0	0
"VOYA-1310"	"Voyageurs National Park"	"Amphibian"	"Anura"	"Hylidae"	"Hyla versicolor"	"Gray Treefrog"	"Approved"	"Present"	"Native"	"Unknown"	NA	NA	"VOYA"	"MN"	218200	48.5	-92.88	8	4	1975	0	0
"VOYA-1311"	"Voyageurs National Park"	"Amphibian"	"Anura"	"Hylidae"	"Pseudacris crucifer crucifer"	"Northern Spring Peeper"	"Approved"	"Present"	"Native"	"Unknown"	NA	NA	"VOYA"	"MN"	218200	48.5	-92.88	8	4	1975	0	0
"VOYA-1312"	"Voyageurs National Park"	"Amphibian"	"Anura"	"Hylidae"	"Pseudacris maculata"	"Boreal Chorus Frog"	"Approved"	"Present"	"Native"	"Unknown"	NA	NA	"VOYA"	"MN"	218200	48.5	-92.88	8	4	1975	0	0
"VOYA-1313"	"Voyageurs National Park"	"Amphibian"	"Anura"	"Ranidae"	"Rana clamitans melanota"	"Northern Green Frog"	"Approved"	"Present"	"Native"	"Unknown"	NA	NA	"VOYA"	"MN"	218200	48.5	-92.88	8	4	1975	0	0
"VOYA-1314"	"Voyageurs National Park"	"Amphibian"	"Anura"	"Ranidae"	"Rana pipiens"	"Northern Leopard Frog"	"Approved"	"Present"	"Native"	"Unknown"	NA	NA	"VOYA"	"MN"	218200	48.5	-92.88	8	4	1975	0	0
"VOYA-1315"	"Voyageurs National Park"	"Amphibian"	"Anura"	"Ranidae"	"Rana septentrionalis"	"Mink Frog"	"Approved"	"Present"	"Native"	"Unknown"	NA	NA	"VOYA"	"MN"	218200	48.5	-92.88	8	4	1975	0	0
"VOYA-1316"	"Voyageurs National Park"	"Amphibian"	"Anura"	"Ranidae"	"Rana sylvatica"	"Wood Frog"	"Approved"	"Present"	"Native"	"Unknown"	NA	NA	"VOYA"	"MN"	218200	48.5	-92.88	8	4	1975	0	0
"VOYA-1317"	"Voyageurs National Park"	"Amphibian"	"Caudata"	"Ambystomatidae"	"Ambystoma laterale"	"Blue-Spotted Salamander"	"Approved"	"Present"	"Native"	"Unknown"	NA	NA	"VOYA"	"MN"	218200	48.5	-92.88	8	4	1975	0	0
"VOYA-1319"	"Voyageurs National Park"	"Amphibian"	"Caudata"	"Plethodontidae"	"Plethodon cinereus"	"Eastern Red-Backed Salamander"	"Approved"	"Not Confirmed"	"Unknown"	NA	NA	NA	"VOYA"	"MN"	218200	48.5	-92.88	8	4	1975	0	0
"VOYA-1320"	"Voyageurs National Park"	"Amphibian"	"Caudata"	"Proteidae"	"Necturus maculosus maculosus"	"Common Mudpuppy"	"Approved"	"Not Confirmed"	"Unknown"	NA	NA	NA	"VOYA"	"MN"	218200	48.5	-92.88	8	4	1975	0	0
"VOYA-1321"	"Voyageurs National Park"	"Amphibian"	"Caudata"	"Salamandridae"	"Notophthalmus viridescens louisianensis"	"Central Newt"	"Approved"	"Present"	"Native"	"Unknown"	NA	NA	"VOYA"	"MN"	218200	48.5	-92.88	8	4	1975	0	0
"WICA-1336"	"Wind Cave National Park"	"Amphibian"	"Anura"	"Bufonidae"	"Bufo cognatus"	"Great Plains Toad"	"Approved"	"Present"	"Native"	"Rare"	NA	NA	"WICA"	"SD"	28295	43.57	-103.48	9	1	1903	0	0
"WICA-1337"	"Wind Cave National Park"	"Amphibian"	"Anura"	"Bufonidae"	"Bufo woodhousii"	"Woodhouse's Toad"	"Approved"	"Present"	"Native"	"Abundant"	NA	NA	"WICA"	"SD"	28295	43.57	-103.48	9	1	1903	0	0
